	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group
6059	GSM2060764	path/to/data/coverage.w5	256	64	1.0	sum	6059	CHIP:H3K9ac:H3K9ac_6AN_ChIPSeq / U2OS cells stably expressing Bmal1:Luc / osteosarcoma cell line U2OS stably expressing Bmal1:Luc	chip	geo	geo-chip
6060	GSM2257666	path/to/data/coverage.w5	256	64	1.0	sum	6060	CHIP:BMAL1:ChIP_hBMAL1-peak-DMOG CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6061	GSM2257667	path/to/data/coverage.w5	256	64	1.0	sum	6061	CHIP:BMAL1:ChIP_hBMAL1-trough-DMOG CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6062	GSM2257668	path/to/data/coverage.w5	256	64	1.0	sum	6062	CHIP:BMAL1:ChIP_hBMAL1-peak-DMSO CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6063	GSM2257669	path/to/data/coverage.w5	256	64	1.0	sum	6063	CHIP:BMAL1:ChIP_hBMAL1-trough-DMSO CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6064	GSM2257670	path/to/data/coverage.w5	256	64	1.0	sum	6064	CHIP:HIF1a:ChIP_hHIF1a-peak-DMOG CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6065	GSM2257671	path/to/data/coverage.w5	256	64	1.0	sum	6065	CHIP:HIF1a:ChIP_hHIF1a-trough-DMOG CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6066	GSM2257672	path/to/data/coverage.w5	256	64	1.0	sum	6066	CHIP:HIF1a:ChIP_hHIF1a-peak-DMSO CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6067	GSM2257673	path/to/data/coverage.w5	256	64	1.0	sum	6067	CHIP:HIF1a:ChIP_hHIF1a-trough-DMSO CHIP-Seq / U2OS cells / .	chip	geo	geo-chip
6068	ENCFF281BWX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6069	RNA:aortic smooth muscle cell male adult (21 years) and male adult (54 years)	rna	encode	encode-rna
6069	ENCFF281BWX-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6068	RNA:aortic smooth muscle cell male adult (21 years) and male adult (54 years)	rna	encode	encode-rna
6070	ENCFF168OLY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6071	RNA:bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	rna	encode	encode-rna
6071	ENCFF168OLY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6070	RNA:bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	rna	encode	encode-rna
6072	ENCFF442VHH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6073	RNA:smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	rna	encode	encode-rna
6073	ENCFF442VHH-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6072	RNA:smooth muscle cell of bladder female adult (53 years) and male adult (62 years)	rna	encode	encode-rna
6074	ENCFF153YEN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6075	RNA:bronchial epithelial cell female adult (40 years) and male adult (68 years)	rna	encode	encode-rna
6075	ENCFF153YEN-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6074	RNA:bronchial epithelial cell female adult (40 years) and male adult (68 years)	rna	encode	encode-rna
6076	ENCFF383NTW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6077	RNA:bronchial smooth muscle cell male adult (52 years) and male adult (59 years)	rna	encode	encode-rna
6077	ENCFF383NTW-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6076	RNA:bronchial smooth muscle cell male adult (52 years) and male adult (59 years)	rna	encode	encode-rna
6078	ENCFF226UWU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6079	RNA:endothelial cell of coronary artery female adult (41 years) and male adult (77 years)	rna	encode	encode-rna
6079	ENCFF226UWU-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6078	RNA:endothelial cell of coronary artery female adult (41 years) and male adult (77 years)	rna	encode	encode-rna
6080	ENCFF537AIY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6081	RNA:smooth muscle cell of the coronary artery female adult (53 years) and male adult (55 years)	rna	encode	encode-rna
6081	ENCFF537AIY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6080	RNA:smooth muscle cell of the coronary artery female adult (53 years) and male adult (55 years)	rna	encode	encode-rna
6082	ENCFF263MKB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6083	RNA:regular cardiac myocyte female adult (51 years) and male adult (48 years)	rna	encode	encode-rna
6083	ENCFF263MKB-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6082	RNA:regular cardiac myocyte female adult (51 years) and male adult (48 years)	rna	encode	encode-rna
6084	ENCFF366CCB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6085	RNA:dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	rna	encode	encode-rna
6085	ENCFF366CCB-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6084	RNA:dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	rna	encode	encode-rna
6086	ENCFF805UDX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6087	RNA:dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	rna	encode	encode-rna
6087	ENCFF805UDX-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6086	RNA:dermis lymphatic vessel endothelial cell female adult (45 years) and male child (6 years)	rna	encode	encode-rna
6088	ENCFF079OMS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6089	RNA:dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	rna	encode	encode-rna
6089	ENCFF079OMS-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6088	RNA:dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	rna	encode	encode-rna
6090	ENCFF114NWW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6091	RNA:nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	rna	encode	encode-rna
6091	ENCFF114NWW-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6090	RNA:nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa female adult (70 years) and male adult (46 years)	rna	encode	encode-rna
6092	ENCFF520FAO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6093	RNA:pulmonary artery endothelial cell male adult (23 years) and male adult (52 years)	rna	encode	encode-rna
6093	ENCFF520FAO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6092	RNA:pulmonary artery endothelial cell male adult (23 years) and male adult (52 years)	rna	encode	encode-rna
6094	ENCFF679XSO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6095	RNA:smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	rna	encode	encode-rna
6095	ENCFF679XSO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6094	RNA:smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	rna	encode	encode-rna
6096	ENCFF556PAF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6097	RNA:fibroblast of lung female adult (83 years) and male adult (23 years)	rna	encode	encode-rna
6097	ENCFF556PAF-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6096	RNA:fibroblast of lung female adult (83 years) and male adult (23 years)	rna	encode	encode-rna
6098	ENCFF618FQK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6099	RNA:lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	rna	encode	encode-rna
6099	ENCFF618FQK-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6098	RNA:lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	rna	encode	encode-rna
6100	ENCFF818OXF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6101	RNA:renal cortical epithelial cell female adult (69 years) and male adult (84 years)	rna	encode	encode-rna
6101	ENCFF818OXF-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6100	RNA:renal cortical epithelial cell female adult (69 years) and male adult (84 years)	rna	encode	encode-rna
6102	ENCFF520NFI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6103	RNA:tracheal epithelial cell male adult (21 years) and male adult (68 years)	rna	encode	encode-rna
6103	ENCFF520NFI-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6102	RNA:tracheal epithelial cell male adult (21 years) and male adult (68 years)	rna	encode	encode-rna
6104	ENCFF749ZJH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6105	RNA:smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	rna	encode	encode-rna
6105	ENCFF749ZJH-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6104	RNA:smooth muscle cell of trachea male adult (28 years) and male adult (56 years)	rna	encode	encode-rna
6106	ENCFF572FWT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6107	RNA:epithelial cell of umbilical artery female newborn and male newborn	rna	encode	encode-rna
6107	ENCFF572FWT-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6106	RNA:epithelial cell of umbilical artery female newborn and male newborn	rna	encode	encode-rna
6108	ENCFF096HEZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6109	RNA:smooth muscle cell of the umbilical artery female newborn and male newborn	rna	encode	encode-rna
6109	ENCFF096HEZ-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6108	RNA:smooth muscle cell of the umbilical artery female newborn and male newborn	rna	encode	encode-rna
6110	ENCFF360EXL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6111	RNA:uterine smooth muscle cell female adult (48 years) and female adult (50 years)	rna	encode	encode-rna
6111	ENCFF360EXL-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6110	RNA:uterine smooth muscle cell female adult (48 years) and female adult (50 years)	rna	encode	encode-rna
6112	ENCFF470BSF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6113	RNA:GM12878	rna	encode	encode-rna
6113	ENCFF470BSF-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6112	RNA:GM12878	rna	encode	encode-rna
6114	ENCFF617ZDV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6115	RNA:GM12878	rna	encode	encode-rna
6115	ENCFF617ZDV-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6114	RNA:GM12878	rna	encode	encode-rna
6116	ENCFF993POP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6117	RNA:GM12878	rna	encode	encode-rna
6117	ENCFF993POP-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6116	RNA:GM12878	rna	encode	encode-rna
6118	ENCFF678ITA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6119	RNA:GM12878	rna	encode	encode-rna
6119	ENCFF678ITA-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6118	RNA:GM12878	rna	encode	encode-rna
6120	ENCFF812WIL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6120	RNA:GM12878	rna	encode	encode-rna
6121	ENCFF142WGV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6121	RNA:GM12878	rna	encode	encode-rna
6122	ENCFF980ZHM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6123	RNA:K562	rna	encode	encode-rna
6123	ENCFF980ZHM-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6122	RNA:K562	rna	encode	encode-rna
6124	ENCFF132DVY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6125	RNA:K562	rna	encode	encode-rna
6125	ENCFF132DVY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6124	RNA:K562	rna	encode	encode-rna
6126	ENCFF919EXM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6127	RNA:K562	rna	encode	encode-rna
6127	ENCFF919EXM-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6126	RNA:K562	rna	encode	encode-rna
6128	ENCFF552CYS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6129	RNA:K562	rna	encode	encode-rna
6129	ENCFF552CYS-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6128	RNA:K562	rna	encode	encode-rna
6130	ENCFF991BRF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6130	RNA:K562	rna	encode	encode-rna
6131	ENCFF769VLM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6131	RNA:K562	rna	encode	encode-rna
6132	ENCFF945UHI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6133	RNA:liver tissue female child (6 years) and with nonobstructive coronary artery disease; liver tissue male adult (32 years)	rna	encode	encode-rna
6133	ENCFF945UHI-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6132	RNA:liver tissue female child (6 years) and with nonobstructive coronary artery disease; liver tissue male adult (32 years)	rna	encode	encode-rna
6134	ENCFF775XPO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6135	RNA:urinary bladder tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6135	ENCFF775XPO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6134	RNA:urinary bladder tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6136	ENCFF638TDD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6137	RNA:cerebellum tissue female embryo (19 weeks) and female embryo (37 weeks)	rna	encode	encode-rna
6137	ENCFF638TDD-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6136	RNA:cerebellum tissue female embryo (19 weeks) and female embryo (37 weeks)	rna	encode	encode-rna
6138	ENCFF355IUO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6139	RNA:diencephalon tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6139	ENCFF355IUO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6138	RNA:diencephalon tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6140	ENCFF217HQN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6141	RNA:frontal cortex tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6141	ENCFF217HQN-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6140	RNA:frontal cortex tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6142	ENCFF454SXU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6143	RNA:heart tissue female embryo (19 weeks) and female embryo (28 weeks)	rna	encode	encode-rna
6143	ENCFF454SXU-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6142	RNA:heart tissue female embryo (19 weeks) and female embryo (28 weeks)	rna	encode	encode-rna
6144	ENCFF367PUX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6145	RNA:metanephros tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6145	ENCFF367PUX-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6144	RNA:metanephros tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6146	ENCFF630VID+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6147	RNA:liver tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6147	ENCFF630VID-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6146	RNA:liver tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6148	ENCFF892OBT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6149	RNA:lung tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6149	ENCFF892OBT-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6148	RNA:lung tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6150	ENCFF537TSF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6151	RNA:occipital lobe tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6151	ENCFF537TSF-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6150	RNA:occipital lobe tissue female embryo (20 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6152	ENCFF470OAY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6153	RNA:parietal lobe tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6153	ENCFF470OAY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6152	RNA:parietal lobe tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6154	ENCFF285OHV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6155	RNA:skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6155	ENCFF285OHV-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6154	RNA:skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6156	ENCFF198TLM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6157	RNA:skin of body tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6157	ENCFF198TLM-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6156	RNA:skin of body tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6158	ENCFF768YRQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6159	RNA:spinal cord tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6159	ENCFF768YRQ-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6158	RNA:spinal cord tissue female embryo (24 weeks) and male embryo (22 weeks)	rna	encode	encode-rna
6160	ENCFF718MVN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6161	RNA:stomach tissue female embryo (40 weeks) and male embryo (36 weeks)	rna	encode	encode-rna
6161	ENCFF718MVN-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6160	RNA:stomach tissue female embryo (40 weeks) and male embryo (36 weeks)	rna	encode	encode-rna
6162	ENCFF709SZT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6163	RNA:temporal lobe tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6163	ENCFF709SZT-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6162	RNA:temporal lobe tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6164	ENCFF844XCX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6165	RNA:thyroid gland tissue female embryo (37 weeks) and female embryo (40 weeks)	rna	encode	encode-rna
6165	ENCFF844XCX-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6164	RNA:thyroid gland tissue female embryo (37 weeks) and female embryo (40 weeks)	rna	encode	encode-rna
6166	ENCFF175KXC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6167	RNA:tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6167	ENCFF175KXC-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6166	RNA:tongue tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6168	ENCFF604YPC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6169	RNA:umbilical cord tissue male embryo (20 weeks) and male embryo (31 weeks)	rna	encode	encode-rna
6169	ENCFF604YPC-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6168	RNA:umbilical cord tissue male embryo (20 weeks) and male embryo (31 weeks)	rna	encode	encode-rna
6170	ENCFF592ZIP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6171	RNA:uterus tissue female embryo (24 weeks) and female embryo (28 weeks)	rna	encode	encode-rna
6171	ENCFF592ZIP-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6170	RNA:uterus tissue female embryo (24 weeks) and female embryo (28 weeks)	rna	encode	encode-rna
6172	ENCFF676EVQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6173	RNA:camera-type eye tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6173	ENCFF676EVQ-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6172	RNA:camera-type eye tissue female embryo (20 weeks) and female embryo (24 weeks)	rna	encode	encode-rna
6174	ENCFF018EZY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6175	RNA:heart tissue male adult (34 years)	rna	encode	encode-rna
6175	ENCFF018EZY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6174	RNA:heart tissue male adult (34 years)	rna	encode	encode-rna
6176	ENCFF549SVZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6176	RNA:Jurkat, Clone E6-1	rna	encode	encode-rna
6177	ENCFF263CML	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6177	RNA:A549 treated with 0.1 nM dexamethasone for 1 hour	rna	encode	encode-rna
6178	ENCFF882JUS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6178	RNA:Ishikawa treated with 100 nM bisphenol A for 4 hours	rna	encode	encode-rna
6179	ENCFF188RIO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6179	RNA:Ishikawa treated with 0.02% dimethyl sulfoxide for 4 hours	rna	encode	encode-rna
6180	ENCFF165CZI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6180	RNA:Ishikawa treated with 10 nM estradiol for 4 hours	rna	encode	encode-rna
6181	ENCFF755HLM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6181	RNA:Ishikawa treated with 100 nM genistein for 4 hours	rna	encode	encode-rna
6182	ENCFF353TRR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6182	RNA:T47D treated with 100 nM bisphenol A for 4 hours	rna	encode	encode-rna
6183	ENCFF287DGM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6183	RNA:T47D treated with 0.02% dimethyl sulfoxide for 4 hours	rna	encode	encode-rna
6184	ENCFF660UBK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6184	RNA:T47D treated with 10 nM estradiol for 4 hours	rna	encode	encode-rna
6185	ENCFF353MIF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6185	RNA:T47D treated with 100 nM genistein for 4 hours	rna	encode	encode-rna
6186	ENCFF808QXI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6186	RNA:A549 treated with 1 nM dexamethasone for 1 hour	rna	encode	encode-rna
6187	ENCFF181YIA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6187	RNA:A549 treated with 0.5 nM dexamethasone for 1 hour	rna	encode	encode-rna
6188	ENCFF409JEW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6188	RNA:A549 treated with 5 nM dexamethasone for 1 hour	rna	encode	encode-rna
6189	ENCFF949LLY	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6189	RNA:BE2C	rna	encode	encode-rna
6190	ENCFF038WPL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6190	RNA:SK-N-SH	rna	encode	encode-rna
6191	ENCFF142KMX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6191	RNA:Panc1	rna	encode	encode-rna
6192	ENCFF378HTE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6192	RNA:PFSK-1	rna	encode	encode-rna
6193	ENCFF450BGT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6193	RNA:U-87 MG	rna	encode	encode-rna
6194	ENCFF222BDI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6195	RNA:H1	rna	encode	encode-rna
6195	ENCFF222BDI-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6194	RNA:H1	rna	encode	encode-rna
6196	ENCFF516KYO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6197	RNA:K562 cytosolic fraction	rna	encode	encode-rna
6197	ENCFF516KYO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6196	RNA:K562 cytosolic fraction	rna	encode	encode-rna
6198	ENCFF575YME+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6199	RNA:A549	rna	encode	encode-rna
6199	ENCFF575YME-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6198	RNA:A549	rna	encode	encode-rna
6200	ENCFF735EPI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6201	RNA:AG04450	rna	encode	encode-rna
6201	ENCFF735EPI-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6200	RNA:AG04450	rna	encode	encode-rna
6202	ENCFF829TKX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6203	RNA:BJ	rna	encode	encode-rna
6203	ENCFF829TKX-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6202	RNA:BJ	rna	encode	encode-rna
6204	ENCFF914IXY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6205	RNA:GM12878	rna	encode	encode-rna
6205	ENCFF914IXY-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6204	RNA:GM12878	rna	encode	encode-rna
6206	ENCFF696CDU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6207	RNA:GM12878 cytosolic fraction	rna	encode	encode-rna
6207	ENCFF696CDU-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6206	RNA:GM12878 cytosolic fraction	rna	encode	encode-rna
6208	ENCFF501KFP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6209	RNA:H1	rna	encode	encode-rna
6209	ENCFF501KFP-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6208	RNA:H1	rna	encode	encode-rna
6210	ENCFF729MSA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6211	RNA:H1 cytosolic fraction	rna	encode	encode-rna
6211	ENCFF729MSA-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6210	RNA:H1 cytosolic fraction	rna	encode	encode-rna
6212	ENCFF587OLO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6213	RNA:H1 nuclear fraction	rna	encode	encode-rna
6213	ENCFF587OLO-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6212	RNA:H1 nuclear fraction	rna	encode	encode-rna
6214	ENCFF888MQS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6215	RNA:mammary epithelial cell female	rna	encode	encode-rna
6215	ENCFF888MQS-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6214	RNA:mammary epithelial cell female	rna	encode	encode-rna
6216	ENCFF049VPK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6217	RNA:skeletal muscle myoblast	rna	encode	encode-rna
6217	ENCFF049VPK-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6216	RNA:skeletal muscle myoblast	rna	encode	encode-rna
6218	ENCFF005LKD+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6219	RNA:endothelial cell of umbilical vein male newborn	rna	encode	encode-rna
6219	ENCFF005LKD-	path/to/data/coverage-.w5	768	384	0.3	sum_sqrt	6218	RNA:endothelial cell of umbilical vein male newborn	rna	encode	encode-rna
6220	ENCFF032IMA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6221	RNA:endothelial cell of umbilical vein cytosolic fraction male newborn	rna	encode	encode-rna
