	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group
0	CNhs10608+	path/to/data/coverage+.w5	768	384	1.0	sum	1	CAGE:Clontech Human Universal Reference Total RNA, pool1	cage	fantom	fantom
1	CNhs10608-	path/to/data/coverage-.w5	768	384	1.0	sum	0	CAGE:Clontech Human Universal Reference Total RNA, pool1	cage	fantom	fantom
2	CNhs10610+	path/to/data/coverage+.w5	768	384	1.0	sum	3	CAGE:SABiosciences XpressRef Human Universal Total RNA, pool1	cage	fantom	fantom
3	CNhs10610-	path/to/data/coverage-.w5	768	384	1.0	sum	2	CAGE:SABiosciences XpressRef Human Universal Total RNA, pool1	cage	fantom	fantom
4	CNhs10612+	path/to/data/coverage+.w5	768	384	1.0	sum	5	CAGE:Universal RNA - Human Normal Tissues Biochain, pool1	cage	fantom	fantom
5	CNhs10612-	path/to/data/coverage-.w5	768	384	1.0	sum	4	CAGE:Universal RNA - Human Normal Tissues Biochain, pool1	cage	fantom	fantom
6	CNhs10615+	path/to/data/coverage+.w5	768	384	1.0	sum	7	CAGE:adipose tissue, adult, pool1	cage	fantom	fantom
7	CNhs10615-	path/to/data/coverage-.w5	768	384	1.0	sum	6	CAGE:adipose tissue, adult, pool1	cage	fantom	fantom
8	CNhs10616+	path/to/data/coverage+.w5	768	384	1.0	sum	9	CAGE:bladder, adult, pool1	cage	fantom	fantom
9	CNhs10616-	path/to/data/coverage-.w5	768	384	1.0	sum	8	CAGE:bladder, adult, pool1	cage	fantom	fantom
10	CNhs10617+	path/to/data/coverage+.w5	768	384	1.0	sum	11	CAGE:brain, adult, pool1	cage	fantom	fantom
11	CNhs10617-	path/to/data/coverage-.w5	768	384	1.0	sum	10	CAGE:brain, adult, pool1	cage	fantom	fantom
12	CNhs10618+	path/to/data/coverage+.w5	768	384	1.0	sum	13	CAGE:cervix, adult, pool1	cage	fantom	fantom
13	CNhs10618-	path/to/data/coverage-.w5	768	384	1.0	sum	12	CAGE:cervix, adult, pool1	cage	fantom	fantom
14	CNhs10619+	path/to/data/coverage+.w5	768	384	1.0	sum	15	CAGE:colon, adult, pool1	cage	fantom	fantom
15	CNhs10619-	path/to/data/coverage-.w5	768	384	1.0	sum	14	CAGE:colon, adult, pool1	cage	fantom	fantom
16	CNhs10620+	path/to/data/coverage+.w5	768	384	1.0	sum	17	CAGE:esophagus, adult, pool1	cage	fantom	fantom
17	CNhs10620-	path/to/data/coverage-.w5	768	384	1.0	sum	16	CAGE:esophagus, adult, pool1	cage	fantom	fantom
18	CNhs10621+	path/to/data/coverage+.w5	768	384	1.0	sum	19	CAGE:heart, adult, pool1	cage	fantom	fantom
19	CNhs10621-	path/to/data/coverage-.w5	768	384	1.0	sum	18	CAGE:heart, adult, pool1	cage	fantom	fantom
20	CNhs10622+	path/to/data/coverage+.w5	768	384	1.0	sum	21	CAGE:kidney, adult, pool1	cage	fantom	fantom
21	CNhs10622-	path/to/data/coverage-.w5	768	384	1.0	sum	20	CAGE:kidney, adult, pool1	cage	fantom	fantom
22	CNhs10624+	path/to/data/coverage+.w5	768	384	1.0	sum	23	CAGE:liver, adult, pool1	cage	fantom	fantom
23	CNhs10624-	path/to/data/coverage-.w5	768	384	1.0	sum	22	CAGE:liver, adult, pool1	cage	fantom	fantom
24	CNhs10625+	path/to/data/coverage+.w5	768	384	1.0	sum	25	CAGE:lung, adult, pool1	cage	fantom	fantom
25	CNhs10625-	path/to/data/coverage-.w5	768	384	1.0	sum	24	CAGE:lung, adult, pool1	cage	fantom	fantom
26	CNhs10626+	path/to/data/coverage+.w5	768	384	1.0	sum	27	CAGE:ovary, adult, pool1	cage	fantom	fantom
27	CNhs10626-	path/to/data/coverage-.w5	768	384	1.0	sum	26	CAGE:ovary, adult, pool1	cage	fantom	fantom
28	CNhs10627+	path/to/data/coverage+.w5	768	384	1.0	sum	29	CAGE:placenta, adult, pool1	cage	fantom	fantom
29	CNhs10627-	path/to/data/coverage-.w5	768	384	1.0	sum	28	CAGE:placenta, adult, pool1	cage	fantom	fantom
30	CNhs10628+	path/to/data/coverage+.w5	768	384	1.0	sum	31	CAGE:prostate, adult, pool1	cage	fantom	fantom
31	CNhs10628-	path/to/data/coverage-.w5	768	384	1.0	sum	30	CAGE:prostate, adult, pool1	cage	fantom	fantom
32	CNhs10629+	path/to/data/coverage+.w5	768	384	1.0	sum	33	CAGE:skeletal muscle, adult, pool1	cage	fantom	fantom
33	CNhs10629-	path/to/data/coverage-.w5	768	384	1.0	sum	32	CAGE:skeletal muscle, adult, pool1	cage	fantom	fantom
34	CNhs10630+	path/to/data/coverage+.w5	768	384	1.0	sum	35	CAGE:small intestine, adult, pool1	cage	fantom	fantom
35	CNhs10630-	path/to/data/coverage-.w5	768	384	1.0	sum	34	CAGE:small intestine, adult, pool1	cage	fantom	fantom
36	CNhs10631+	path/to/data/coverage+.w5	768	384	1.0	sum	37	CAGE:spleen, adult, pool1	cage	fantom	fantom
37	CNhs10631-	path/to/data/coverage-.w5	768	384	1.0	sum	36	CAGE:spleen, adult, pool1	cage	fantom	fantom
38	CNhs10632+	path/to/data/coverage+.w5	768	384	1.0	sum	39	CAGE:testis, adult, pool1	cage	fantom	fantom
39	CNhs10632-	path/to/data/coverage-.w5	768	384	1.0	sum	38	CAGE:testis, adult, pool1	cage	fantom	fantom
40	CNhs10633+	path/to/data/coverage+.w5	768	384	1.0	sum	41	CAGE:thymus, adult, pool1	cage	fantom	fantom
41	CNhs10633-	path/to/data/coverage-.w5	768	384	1.0	sum	40	CAGE:thymus, adult, pool1	cage	fantom	fantom
42	CNhs10634+	path/to/data/coverage+.w5	768	384	1.0	sum	43	CAGE:thyroid, adult, pool1	cage	fantom	fantom
43	CNhs10634-	path/to/data/coverage-.w5	768	384	1.0	sum	42	CAGE:thyroid, adult, pool1	cage	fantom	fantom
44	CNhs10635+	path/to/data/coverage+.w5	768	384	1.0	sum	45	CAGE:trachea, adult, pool1	cage	fantom	fantom
45	CNhs10635-	path/to/data/coverage-.w5	768	384	1.0	sum	44	CAGE:trachea, adult, pool1	cage	fantom	fantom
46	CNhs10636+	path/to/data/coverage+.w5	768	384	1.0	sum	47	CAGE:retina, adult, pool1	cage	fantom	fantom
47	CNhs10636-	path/to/data/coverage-.w5	768	384	1.0	sum	46	CAGE:retina, adult, pool1	cage	fantom	fantom
48	CNhs10637+	path/to/data/coverage+.w5	768	384	1.0	sum	49	CAGE:temporal lobe, adult, pool1	cage	fantom	fantom
49	CNhs10637-	path/to/data/coverage-.w5	768	384	1.0	sum	48	CAGE:temporal lobe, adult, pool1	cage	fantom	fantom
50	CNhs10638+	path/to/data/coverage+.w5	768	384	1.0	sum	51	CAGE:postcentral gyrus, adult, pool1	cage	fantom	fantom
51	CNhs10638-	path/to/data/coverage-.w5	768	384	1.0	sum	50	CAGE:postcentral gyrus, adult, pool1	cage	fantom	fantom
52	CNhs10640+	path/to/data/coverage+.w5	768	384	1.0	sum	53	CAGE:pons, adult, pool1	cage	fantom	fantom
53	CNhs10640-	path/to/data/coverage-.w5	768	384	1.0	sum	52	CAGE:pons, adult, pool1	cage	fantom	fantom
54	CNhs10641+	path/to/data/coverage+.w5	768	384	1.0	sum	55	CAGE:parietal lobe, adult, pool1	cage	fantom	fantom
55	CNhs10641-	path/to/data/coverage-.w5	768	384	1.0	sum	54	CAGE:parietal lobe, adult, pool1	cage	fantom	fantom
56	CNhs10642+	path/to/data/coverage+.w5	768	384	1.0	sum	57	CAGE:paracentral gyrus, adult, pool1	cage	fantom	fantom
57	CNhs10642-	path/to/data/coverage-.w5	768	384	1.0	sum	56	CAGE:paracentral gyrus, adult, pool1	cage	fantom	fantom
58	CNhs10643+	path/to/data/coverage+.w5	768	384	1.0	sum	59	CAGE:occipital pole, adult, pool1	cage	fantom	fantom
59	CNhs10643-	path/to/data/coverage-.w5	768	384	1.0	sum	58	CAGE:occipital pole, adult, pool1	cage	fantom	fantom
60	CNhs10644+	path/to/data/coverage+.w5	768	384	1.0	sum	61	CAGE:nucleus accumbens, adult, pool1	cage	fantom	fantom
61	CNhs10644-	path/to/data/coverage-.w5	768	384	1.0	sum	60	CAGE:nucleus accumbens, adult, pool1	cage	fantom	fantom
62	CNhs10645+	path/to/data/coverage+.w5	768	384	1.0	sum	63	CAGE:medulla oblongata, adult, pool1	cage	fantom	fantom
63	CNhs10645-	path/to/data/coverage-.w5	768	384	1.0	sum	62	CAGE:medulla oblongata, adult, pool1	cage	fantom	fantom
64	CNhs10646+	path/to/data/coverage+.w5	768	384	1.0	sum	65	CAGE:insula, adult, pool1	cage	fantom	fantom
65	CNhs10646-	path/to/data/coverage-.w5	768	384	1.0	sum	64	CAGE:insula, adult, pool1	cage	fantom	fantom
66	CNhs10647+	path/to/data/coverage+.w5	768	384	1.0	sum	67	CAGE:frontal lobe, adult, pool1	cage	fantom	fantom
67	CNhs10647-	path/to/data/coverage-.w5	768	384	1.0	sum	66	CAGE:frontal lobe, adult, pool1	cage	fantom	fantom
68	CNhs10648+	path/to/data/coverage+.w5	768	384	1.0	sum	69	CAGE:dura mater, adult,	cage	fantom	fantom
69	CNhs10648-	path/to/data/coverage-.w5	768	384	1.0	sum	68	CAGE:dura mater, adult,	cage	fantom	fantom
70	CNhs10649+	path/to/data/coverage+.w5	768	384	1.0	sum	71	CAGE:corpus callosum, adult, pool1	cage	fantom	fantom
71	CNhs10649-	path/to/data/coverage-.w5	768	384	1.0	sum	70	CAGE:corpus callosum, adult, pool1	cage	fantom	fantom
72	CNhs10650+	path/to/data/coverage+.w5	768	384	1.0	sum	73	CAGE:thymus, fetal, pool1	cage	fantom	fantom
73	CNhs10650-	path/to/data/coverage-.w5	768	384	1.0	sum	72	CAGE:thymus, fetal, pool1	cage	fantom	fantom
74	CNhs10651+	path/to/data/coverage+.w5	768	384	1.0	sum	75	CAGE:spleen, fetal, pool1	cage	fantom	fantom
75	CNhs10651-	path/to/data/coverage-.w5	768	384	1.0	sum	74	CAGE:spleen, fetal, pool1	cage	fantom	fantom
76	CNhs10652+	path/to/data/coverage+.w5	768	384	1.0	sum	77	CAGE:kidney, fetal, pool1	cage	fantom	fantom
77	CNhs10652-	path/to/data/coverage-.w5	768	384	1.0	sum	76	CAGE:kidney, fetal, pool1	cage	fantom	fantom
78	CNhs10653+	path/to/data/coverage+.w5	768	384	1.0	sum	79	CAGE:heart, fetal, pool1	cage	fantom	fantom
79	CNhs10653-	path/to/data/coverage-.w5	768	384	1.0	sum	78	CAGE:heart, fetal, pool1	cage	fantom	fantom
80	CNhs10654+	path/to/data/coverage+.w5	768	384	1.0	sum	81	CAGE:tonsil, adult, pool1	cage	fantom	fantom
81	CNhs10654-	path/to/data/coverage-.w5	768	384	1.0	sum	80	CAGE:tonsil, adult, pool1	cage	fantom	fantom
82	CNhs10722+	path/to/data/coverage+.w5	768	384	1.0	sum	83	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	cage	fantom	fantom
83	CNhs10722-	path/to/data/coverage-.w5	768	384	1.0	sum	82	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	cage	fantom	fantom
84	CNhs10723+	path/to/data/coverage+.w5	768	384	1.0	sum	85	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	cage	fantom	fantom
85	CNhs10723-	path/to/data/coverage-.w5	768	384	1.0	sum	84	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	cage	fantom	fantom
86	CNhs10724+	path/to/data/coverage+.w5	768	384	1.0	sum	87	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	cage	fantom	fantom
87	CNhs10724-	path/to/data/coverage-.w5	768	384	1.0	sum	86	CAGE:acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	cage	fantom	fantom
88	CNhs10726+	path/to/data/coverage+.w5	768	384	1.0	sum	89	CAGE:lung adenocarcinoma cell line:PC-14	cage	fantom	fantom
89	CNhs10726-	path/to/data/coverage-.w5	768	384	1.0	sum	88	CAGE:lung adenocarcinoma cell line:PC-14	cage	fantom	fantom
90	CNhs10727+	path/to/data/coverage+.w5	768	384	1.0	sum	91	CAGE:chronic myelogenous leukemia cell line:KU812	cage	fantom	fantom
91	CNhs10727-	path/to/data/coverage-.w5	768	384	1.0	sum	90	CAGE:chronic myelogenous leukemia cell line:KU812	cage	fantom	fantom
92	CNhs10728+	path/to/data/coverage+.w5	768	384	1.0	sum	93	CAGE:extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	cage	fantom	fantom
93	CNhs10728-	path/to/data/coverage-.w5	768	384	1.0	sum	92	CAGE:extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	cage	fantom	fantom
94	CNhs10729+	path/to/data/coverage+.w5	768	384	1.0	sum	95	CAGE:renal cell carcinoma cell line:OS-RC-2	cage	fantom	fantom
95	CNhs10729-	path/to/data/coverage-.w5	768	384	1.0	sum	94	CAGE:renal cell carcinoma cell line:OS-RC-2	cage	fantom	fantom
96	CNhs10730+	path/to/data/coverage+.w5	768	384	1.0	sum	97	CAGE:malignant trichilemmal cyst cell line:DJM-1	cage	fantom	fantom
97	CNhs10730-	path/to/data/coverage-.w5	768	384	1.0	sum	96	CAGE:malignant trichilemmal cyst cell line:DJM-1	cage	fantom	fantom
98	CNhs10731+	path/to/data/coverage+.w5	768	384	1.0	sum	99	CAGE:glioma cell line:GI-1	cage	fantom	fantom
99	CNhs10731-	path/to/data/coverage-.w5	768	384	1.0	sum	98	CAGE:glioma cell line:GI-1	cage	fantom	fantom
100	CNhs10732+	path/to/data/coverage+.w5	768	384	1.0	sum	101	CAGE:maxillary sinus tumor cell line:HSQ-89	cage	fantom	fantom
101	CNhs10732-	path/to/data/coverage-.w5	768	384	1.0	sum	100	CAGE:maxillary sinus tumor cell line:HSQ-89	cage	fantom	fantom
102	CNhs10733+	path/to/data/coverage+.w5	768	384	1.0	sum	103	CAGE:gall bladder carcinoma cell line:TGBC2TKB	cage	fantom	fantom
103	CNhs10733-	path/to/data/coverage-.w5	768	384	1.0	sum	102	CAGE:gall bladder carcinoma cell line:TGBC2TKB	cage	fantom	fantom
104	CNhs10734+	path/to/data/coverage+.w5	768	384	1.0	sum	105	CAGE:papillotubular adenocarcinoma cell line:TGBC18TKB	cage	fantom	fantom
105	CNhs10734-	path/to/data/coverage-.w5	768	384	1.0	sum	104	CAGE:papillotubular adenocarcinoma cell line:TGBC18TKB	cage	fantom	fantom
106	CNhs10735+	path/to/data/coverage+.w5	768	384	1.0	sum	107	CAGE:transitional-cell carcinoma cell line:5637	cage	fantom	fantom
107	CNhs10735-	path/to/data/coverage-.w5	768	384	1.0	sum	106	CAGE:transitional-cell carcinoma cell line:5637	cage	fantom	fantom
108	CNhs10736+	path/to/data/coverage+.w5	768	384	1.0	sum	109	CAGE:breast carcinoma cell line:MDA-MB-453	cage	fantom	fantom
109	CNhs10736-	path/to/data/coverage-.w5	768	384	1.0	sum	108	CAGE:breast carcinoma cell line:MDA-MB-453	cage	fantom	fantom
110	CNhs10737+	path/to/data/coverage+.w5	768	384	1.0	sum	111	CAGE:colon carcinoma cell line:COLO-320	cage	fantom	fantom
111	CNhs10737-	path/to/data/coverage-.w5	768	384	1.0	sum	110	CAGE:colon carcinoma cell line:COLO-320	cage	fantom	fantom
112	CNhs10738+	path/to/data/coverage+.w5	768	384	1.0	sum	113	CAGE:adult T-cell leukemia cell line:ATN-1	cage	fantom	fantom
113	CNhs10738-	path/to/data/coverage-.w5	768	384	1.0	sum	112	CAGE:adult T-cell leukemia cell line:ATN-1	cage	fantom	fantom
114	CNhs10739+	path/to/data/coverage+.w5	768	384	1.0	sum	115	CAGE:Burkitt's lymphoma cell line:DAUDI	cage	fantom	fantom
115	CNhs10739-	path/to/data/coverage-.w5	768	384	1.0	sum	114	CAGE:Burkitt's lymphoma cell line:DAUDI	cage	fantom	fantom
116	CNhs10740+	path/to/data/coverage+.w5	768	384	1.0	sum	117	CAGE:choriocarcinoma cell line:BeWo	cage	fantom	fantom
117	CNhs10740-	path/to/data/coverage-.w5	768	384	1.0	sum	116	CAGE:choriocarcinoma cell line:BeWo	cage	fantom	fantom
118	CNhs10741+	path/to/data/coverage+.w5	768	384	1.0	sum	119	CAGE:splenic lymphoma with villous lymphocytes cell line:SLVL	cage	fantom	fantom
119	CNhs10741-	path/to/data/coverage-.w5	768	384	1.0	sum	118	CAGE:splenic lymphoma with villous lymphocytes cell line:SLVL	cage	fantom	fantom
120	CNhs10742+	path/to/data/coverage+.w5	768	384	1.0	sum	121	CAGE:astrocytoma cell line:TM-31	cage	fantom	fantom
121	CNhs10742-	path/to/data/coverage-.w5	768	384	1.0	sum	120	CAGE:astrocytoma cell line:TM-31	cage	fantom	fantom
122	CNhs10743+	path/to/data/coverage+.w5	768	384	1.0	sum	123	CAGE:epidermoid carcinoma cell line:A431	cage	fantom	fantom
123	CNhs10743-	path/to/data/coverage-.w5	768	384	1.0	sum	122	CAGE:epidermoid carcinoma cell line:A431	cage	fantom	fantom
124	CNhs10744+	path/to/data/coverage+.w5	768	384	1.0	sum	125	CAGE:b cell line:RPMI1788	cage	fantom	fantom
125	CNhs10744-	path/to/data/coverage-.w5	768	384	1.0	sum	124	CAGE:b cell line:RPMI1788	cage	fantom	fantom
126	CNhs10745+	path/to/data/coverage+.w5	768	384	1.0	sum	127	CAGE:anaplastic carcinoma cell line:8305C	cage	fantom	fantom
127	CNhs10745-	path/to/data/coverage-.w5	768	384	1.0	sum	126	CAGE:anaplastic carcinoma cell line:8305C	cage	fantom	fantom
128	CNhs10746+	path/to/data/coverage+.w5	768	384	1.0	sum	129	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	cage	fantom	fantom
129	CNhs10746-	path/to/data/coverage-.w5	768	384	1.0	sum	128	CAGE:acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	cage	fantom	fantom
130	CNhs10747+	path/to/data/coverage+.w5	768	384	1.0	sum	131	CAGE:non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	cage	fantom	fantom
131	CNhs10747-	path/to/data/coverage-.w5	768	384	1.0	sum	130	CAGE:non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	cage	fantom	fantom
132	CNhs10748+	path/to/data/coverage+.w5	768	384	1.0	sum	133	CAGE:epidermoid carcinoma cell line:Ca Ski	cage	fantom	fantom
133	CNhs10748-	path/to/data/coverage-.w5	768	384	1.0	sum	132	CAGE:epidermoid carcinoma cell line:Ca Ski	cage	fantom	fantom
134	CNhs10750+	path/to/data/coverage+.w5	768	384	1.0	sum	135	CAGE:bile duct carcinoma cell line:HuCCT1	cage	fantom	fantom
135	CNhs10750-	path/to/data/coverage-.w5	768	384	1.0	sum	134	CAGE:bile duct carcinoma cell line:HuCCT1	cage	fantom	fantom
136	CNhs10751+	path/to/data/coverage+.w5	768	384	1.0	sum	137	CAGE:giant cell carcinoma cell line:Lu99B	cage	fantom	fantom
137	CNhs10751-	path/to/data/coverage-.w5	768	384	1.0	sum	136	CAGE:giant cell carcinoma cell line:Lu99B	cage	fantom	fantom
138	CNhs10752+	path/to/data/coverage+.w5	768	384	1.0	sum	139	CAGE:oral squamous cell carcinoma cell line:Ca9-22	cage	fantom	fantom
139	CNhs10752-	path/to/data/coverage-.w5	768	384	1.0	sum	138	CAGE:oral squamous cell carcinoma cell line:Ca9-22	cage	fantom	fantom
140	CNhs10753+	path/to/data/coverage+.w5	768	384	1.0	sum	141	CAGE:signet ring carcinoma cell line:Kato III	cage	fantom	fantom
141	CNhs10753-	path/to/data/coverage-.w5	768	384	1.0	sum	140	CAGE:signet ring carcinoma cell line:Kato III	cage	fantom	fantom
142	CNhs12495+	path/to/data/coverage+.w5	768	384	1.0	sum	143	CAGE:Endothelial Cells - Aortic,	cage	fantom	fantom
143	CNhs12495-	path/to/data/coverage-.w5	768	384	1.0	sum	142	CAGE:Endothelial Cells - Aortic,	cage	fantom	fantom
144	CNhs11309+	path/to/data/coverage+.w5	768	384	1.0	sum	145	CAGE:Smooth Muscle Cells - Aortic,	cage	fantom	fantom
145	CNhs11309-	path/to/data/coverage-.w5	768	384	1.0	sum	144	CAGE:Smooth Muscle Cells - Aortic,	cage	fantom	fantom
146	CNhs10839+	path/to/data/coverage+.w5	768	384	1.0	sum	147	CAGE:Smooth Muscle Cells - Umbilical artery,	cage	fantom	fantom
147	CNhs10839-	path/to/data/coverage-.w5	768	384	1.0	sum	146	CAGE:Smooth Muscle Cells - Umbilical artery,	cage	fantom	fantom
148	CNhs10842+	path/to/data/coverage+.w5	768	384	1.0	sum	149	CAGE:Retinal Pigment Epithelial Cells,	cage	fantom	fantom
149	CNhs10842-	path/to/data/coverage-.w5	768	384	1.0	sum	148	CAGE:Retinal Pigment Epithelial Cells,	cage	fantom	fantom
150	CNhs10843+	path/to/data/coverage+.w5	768	384	1.0	sum	151	CAGE:Urothelial cells,	cage	fantom	fantom
151	CNhs10843-	path/to/data/coverage-.w5	768	384	1.0	sum	150	CAGE:Urothelial cells,	cage	fantom	fantom
152	CNhs10844+	path/to/data/coverage+.w5	768	384	1.0	sum	153	CAGE:Mesenchymal stem cells - adipose,	cage	fantom	fantom
153	CNhs10844-	path/to/data/coverage-.w5	768	384	1.0	sum	152	CAGE:Mesenchymal stem cells - adipose,	cage	fantom	fantom
154	CNhs10845+	path/to/data/coverage+.w5	768	384	1.0	sum	155	CAGE:Mesenchymal stem cells - hepatic,	cage	fantom	fantom
155	CNhs10845-	path/to/data/coverage-.w5	768	384	1.0	sum	154	CAGE:Mesenchymal stem cells - hepatic,	cage	fantom	fantom
156	CNhs10846+	path/to/data/coverage+.w5	768	384	1.0	sum	157	CAGE:Mesenchymal Stem Cells - Vertebral,	cage	fantom	fantom
157	CNhs10846-	path/to/data/coverage-.w5	768	384	1.0	sum	156	CAGE:Mesenchymal Stem Cells - Vertebral,	cage	fantom	fantom
158	CNhs10847+	path/to/data/coverage+.w5	768	384	1.0	sum	159	CAGE:Sebocyte,	cage	fantom	fantom
159	CNhs10847-	path/to/data/coverage-.w5	768	384	1.0	sum	158	CAGE:Sebocyte,	cage	fantom	fantom
160	CNhs10848+	path/to/data/coverage+.w5	768	384	1.0	sum	161	CAGE:Fibroblast - Gingival,  (GFH2)	cage	fantom	fantom
161	CNhs10848-	path/to/data/coverage-.w5	768	384	1.0	sum	160	CAGE:Fibroblast - Gingival,  (GFH2)	cage	fantom	fantom
162	CNhs12197+	path/to/data/coverage+.w5	768	384	1.0	sum	163	CAGE:Mesothelial Cells,	cage	fantom	fantom
163	CNhs12197-	path/to/data/coverage-.w5	768	384	1.0	sum	162	CAGE:Mesothelial Cells,	cage	fantom	fantom
164	CNhs11974+	path/to/data/coverage+.w5	768	384	1.0	sum	165	CAGE:Sertoli Cells,	cage	fantom	fantom
165	CNhs11974-	path/to/data/coverage-.w5	768	384	1.0	sum	164	CAGE:Sertoli Cells,	cage	fantom	fantom
166	CNhs11954+	path/to/data/coverage+.w5	768	384	1.0	sum	167	CAGE:CD14+ Monocytes,	cage	fantom	fantom
167	CNhs11954-	path/to/data/coverage-.w5	768	384	1.0	sum	166	CAGE:CD14+ Monocytes,	cage	fantom	fantom
168	CNhs10853+	path/to/data/coverage+.w5	768	384	1.0	sum	169	CAGE:CD4+ T Cells,	cage	fantom	fantom
169	CNhs10853-	path/to/data/coverage-.w5	768	384	1.0	sum	168	CAGE:CD4+ T Cells,	cage	fantom	fantom
170	CNhs11999+	path/to/data/coverage+.w5	768	384	1.0	sum	171	CAGE:CD8+ T Cells,	cage	fantom	fantom
171	CNhs11999-	path/to/data/coverage-.w5	768	384	1.0	sum	170	CAGE:CD8+ T Cells,	cage	fantom	fantom
172	CNhs11062+	path/to/data/coverage+.w5	768	384	1.0	sum	173	CAGE:Dendritic Cells - monocyte immature derived, , tech_	cage	fantom	fantom
173	CNhs11062-	path/to/data/coverage-.w5	768	384	1.0	sum	172	CAGE:Dendritic Cells - monocyte immature derived, , tech_	cage	fantom	fantom
174	CNhs12200+	path/to/data/coverage+.w5	768	384	1.0	sum	175	CAGE:Dendritic Cells - plasmacytoid,	cage	fantom	fantom
175	CNhs12200-	path/to/data/coverage-.w5	768	384	1.0	sum	174	CAGE:Dendritic Cells - plasmacytoid,	cage	fantom	fantom
176	CNhs11904+	path/to/data/coverage+.w5	768	384	1.0	sum	177	CAGE:CD14+ monocyte derived endothelial progenitor cells,	cage	fantom	fantom
177	CNhs11904-	path/to/data/coverage-.w5	768	384	1.0	sum	176	CAGE:CD14+ monocyte derived endothelial progenitor cells,	cage	fantom	fantom
178	CNhs11957+	path/to/data/coverage+.w5	768	384	1.0	sum	179	CAGE:Natural Killer Cells,	cage	fantom	fantom
179	CNhs11957-	path/to/data/coverage-.w5	768	384	1.0	sum	178	CAGE:Natural Killer Cells,	cage	fantom	fantom
180	CNhs10860+	path/to/data/coverage+.w5	768	384	1.0	sum	181	CAGE:Peripheral Blood Mononuclear Cells,	cage	fantom	fantom
181	CNhs10860-	path/to/data/coverage-.w5	768	384	1.0	sum	180	CAGE:Peripheral Blood Mononuclear Cells,	cage	fantom	fantom
182	CNhs12003+	path/to/data/coverage+.w5	768	384	1.0	sum	183	CAGE:Macrophage - monocyte derived,	cage	fantom	fantom
183	CNhs12003-	path/to/data/coverage-.w5	768	384	1.0	sum	182	CAGE:Macrophage - monocyte derived,	cage	fantom	fantom
184	CNhs11959+	path/to/data/coverage+.w5	768	384	1.0	sum	185	CAGE:Neutrophils,	cage	fantom	fantom
185	CNhs11959-	path/to/data/coverage-.w5	768	384	1.0	sum	184	CAGE:Neutrophils,	cage	fantom	fantom
186	CNhs12004+	path/to/data/coverage+.w5	768	384	1.0	sum	187	CAGE:Smooth Muscle Cells - Brain Vascular,	cage	fantom	fantom
187	CNhs12004-	path/to/data/coverage-.w5	768	384	1.0	sum	186	CAGE:Smooth Muscle Cells - Brain Vascular,	cage	fantom	fantom
188	CNhs11960+	path/to/data/coverage+.w5	768	384	1.0	sum	189	CAGE:Astrocyte - cerebral cortex,	cage	fantom	fantom
189	CNhs11960-	path/to/data/coverage-.w5	768	384	1.0	sum	188	CAGE:Astrocyte - cerebral cortex,	cage	fantom	fantom
190	CNhs10865+	path/to/data/coverage+.w5	768	384	1.0	sum	191	CAGE:Endothelial Cells - Lymphatic,	cage	fantom	fantom
191	CNhs10865-	path/to/data/coverage-.w5	768	384	1.0	sum	190	CAGE:Endothelial Cells - Lymphatic,	cage	fantom	fantom
192	CNhs10866+	path/to/data/coverage+.w5	768	384	1.0	sum	193	CAGE:Fibroblast - Gingival,	cage	fantom	fantom
193	CNhs10866-	path/to/data/coverage-.w5	768	384	1.0	sum	192	CAGE:Fibroblast - Gingival,	cage	fantom	fantom
194	CNhs11962+	path/to/data/coverage+.w5	768	384	1.0	sum	195	CAGE:Fibroblast - Periodontal Ligament,	cage	fantom	fantom
195	CNhs11962-	path/to/data/coverage-.w5	768	384	1.0	sum	194	CAGE:Fibroblast - Periodontal Ligament,	cage	fantom	fantom
196	CNhs10868+	path/to/data/coverage+.w5	768	384	1.0	sum	197	CAGE:Smooth Muscle Cells - Colonic,	cage	fantom	fantom
197	CNhs10868-	path/to/data/coverage-.w5	768	384	1.0	sum	196	CAGE:Smooth Muscle Cells - Colonic,	cage	fantom	fantom
198	CNhs11964+	path/to/data/coverage+.w5	768	384	1.0	sum	199	CAGE:Skeletal Muscle Satellite Cells,	cage	fantom	fantom
199	CNhs11964-	path/to/data/coverage-.w5	768	384	1.0	sum	198	CAGE:Skeletal Muscle Satellite Cells,	cage	fantom	fantom
200	CNhs11908+	path/to/data/coverage+.w5	768	384	1.0	sum	201	CAGE:Myoblast,	cage	fantom	fantom
